B2,B4,Turn,Unit,Poss_labels,New Label
20180719-204358_391_live,0,3,You are very lucky.,,Proposed Social Status +
20180719-204358_391_live,0,3,I wish all kids could have that kind of opportunity.,,Proposed Social Status +
20180719-204358_391_live,1,3,"So do I, I feel kind of guilty to being able to have all that and they are kids out there who don't have not a single one of all of those basic things",,Completed Social Status +
20180719-204358_391_live,0,4,No need to feel guilty.,,
20180719-204358_391_live,0,4,People don't have a choice of who or where they are born to.,,
20180719-204358_391_live,0,4,"Those of us who got lucky, can always lend a hand in our own ways.",EEPos+,Proposed Social Status +
20180719-204358_391_live,0,4,What do you think?,,
20180719-204358_391_live,1,4,"I totally agree, I think if you can, you should help others in need",ERPos+,Completed Social Status +
20180719-204358_391_live,0,5,I'd like to tell you about an organization called Save the Children.,,Proposed Closeness +
20180719-204358_391_live,0,5,Have you heard about them?,,Proposed Closeness +
20180719-204358_391_live,1,5,"Not really, please tell me anything!",ERPos-,Rejected Closeness +
20180719-204358_391_live,0,6,"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",ERPos+,
20180719-204358_391_live,1,6,"Oh, that's totally awesome!",ERPos+,
20180719-204358_391_live,1,6,Do you donate to this organization?,ERNeg-,Proposed Closeness +
20180719-204358_391_live,0,7,"I do actually, because they're the reason my parents were able to come to America.",ERPos+,Completed Closeness +
20180719-204358_391_live,1,7,"Oh wow, that's really heart moving, it's sounds like a lovely organization",ERPos+,
20180719-204358_391_live,0,8,They are and I'd like to try getting more people to be aware of them and maybe help.,ERPos+,Proposed Social Good +
20180719-204358_391_live,0,8,Would you be interested?,EENeg-,Proposed Social Good +
20180719-204358_391_live,1,8,"Yeah, totally!",ERPos+,Completed Social Good +
20180719-204358_391_live,1,8,I already help an organization but would be glad to help another one too.,EEPos+,
20180719-204358_391_live,0,9,I'm so happy to hear that!,,
20180719-204358_391_live,0,9,How much do you like to donate to the charity now?,EENeg-,Proposed Social Good +
20180719-204358_391_live,0,9,Your donation will be directly deducted from your task payment.,,
20180719-204358_391_live,0,9,You can choose any amount from $0 to all your payment.,,
20180719-204358_391_live,1,9,Maybe 0.50?,ERPos+,Completed Social Good +
20180719-204358_391_live,1,9,"I'm sorry that it seems so little, but as I already donate to an organization and I use the payments here to save for a vacation coming up...",EENeg+,
20180808-004203_194_live,0,0,Hi,,
20180808-004203_194_live,1,0,hello,,
20180808-004203_194_live,0,1,Would you like to help an important cause?,EENeg-,Proposed Social Good +
20180808-004203_194_live,1,1,Depends on which one you are talking about.,,Rejected Social Good +
20180808-004203_194_live,0,2,It's for children,,
20180808-004203_194_live,1,2,Sounds interesting but can you be a bit more specific?,,
20180808-004203_194_live,0,3,It's called SAVE the CHILDREN.,,
20180808-004203_194_live,0,3,It help poor kids in need of food and shelter,ERPos+,
20180808-004203_194_live,1,3,Does it help children in this country or in another country?,ERNeg-,
20180808-004203_194_live,0,4,It helps kids in this country,,Proposed Closeness +
20180808-004203_194_live,1,4,Great!,ERPos+,Completed Closeness +
20180808-004203_194_live,1,4,I believe my money should first focus on children in need in this country.,,
20180808-004203_194_live,0,5,Great.,EEPos+,
20180808-004203_194_live,0,5,How much would you like to help with?,EENeg-,Proposed Social Good +
20180808-004203_194_live,1,5,"Before I commit to a donation, can you tell me how much actually goes to the children and how much goes to the organization itself?",ERNeg-,
20180808-004203_194_live,0,6,Whatever you donate will be deducted from your payment for this hit,,
20180808-004203_194_live,1,6,What percentage of the donation actually goes to the children and how much goes to the administration of the charity?,ERNeg-,
20180808-004203_194_live,0,7,The research team sends ALL the money to the donation,,
20180808-004203_194_live,1,7,I understand that but how much does the charity keep in order to keep the charity running,ERNeg-,Proposed Closeness +
20180808-004203_194_live,0,8,I have no idea,,Rejected Closeness +
20180808-004203_194_live,1,8,Where is the charity located?,ERNeg-,
20180808-004203_194_live,0,9,You can go to their website if you want more info... URL,,
20180808-004203_194_live,1,9,"thank you for the information, I think I am ready to donate",ERPos+,
20180808-004203_194_live,0,10,Ok how much?,EENeg-,
20180808-022730_384_live,0,0,Hello how are you?,,
20180808-022730_384_live,1,0,"Hey, I am doing well",,
20180808-022730_384_live,0,1,I have a friend of mine in another country who lost a child today to hunger,,Proposed Closeness +
20180808-022730_384_live,1,1,That is terrible.,ERPos+,Completed Closeness +
20180808-022730_384_live,1,1,Are there any charities that work in that area?,,
20180808-022730_384_live,0,2,Yeah.,,
20180808-022730_384_live,0,2,It's really sad we have the money to just splurge on stuff in our normal every day lives but we can't spend just a few bucks a month or year for the children!,,Proposed Closeness +
20180808-022730_384_live,1,2,It hurts my heart when I see those children's charity commercials.,ERPos+,Completed Closeness +
20180808-022730_384_live,0,3,Yeah I know.,,
20180808-022730_384_live,0,3,What do you think we can do?,,
20180808-022730_384_live,0,3,Donate some money maybe?,EENeg-,Proposed Social Good +
20180808-022730_384_live,1,3,30 dollars a month can change a child's life,,
20180808-022730_384_live,0,4,Yeah I know this great charity called Save the Children that takes money for this exact type of issue.,ERPos+,
20180808-022730_384_live,0,4,We should donate to them!,EENeg-,Proposed Closeness +
20180808-022730_384_live,1,4,I know!,ERPos+,Completed Closeness +
20180808-022730_384_live,1,4,What a worthwhile cause!,ERPos+,
20180808-022730_384_live,0,5,They also have a website URL if you would like to look it up and make sure it's a legit organization,,
20180808-022730_384_live,1,5,"Yeah, I have used Gospel for Asia in the past",,
20180808-022730_384_live,0,6,I think we should use Save the Children this time for a more global effort though,EENeg-,Proposed Closeness +
20180808-022730_384_live,1,6,It feels good to make a difference if only for one child,EENeg+,Completed Closeness +
20180808-022730_384_live,0,7,This is true.,,
20180808-022730_384_live,0,7,I think I'm going to donate about $2.00 right now!,ERPos+,Proposed Closeness +
20180808-022730_384_live,0,7,It's weighing heavy on my heart.,,
20180808-022730_384_live,1,7,That is freat!!,,Completed Closeness +
20180808-022730_384_live,1,7,Good for you!,,
20180808-022730_384_live,0,8,Do you want to donate some too?,EENeg-,Proposed Social Good +
20180808-022730_384_live,1,8,I may donate something!!,ERPos+,Completed Social Good +
20180808-022730_384_live,0,9,You could donate anywhere from 0 to 2.00 if you want!,,
20180808-022730_384_live,0,9,How much do you want to donate?,EENeg-,Proposed Social Good +
20180808-022730_384_live,1,9,I am not sure,,
20180808-022730_384_live,0,10,Just think.,EEPos+,
20180808-022730_384_live,0,10,$2 you won't miss.,EEPos+,
20180808-022730_384_live,0,10,At all!,EEPos+,
20180808-022730_384_live,0,10,And it could seriously help several children in countries that don't have it.,EEPos+,
20180808-022730_384_live,0,10,Whaddya say?,EENeg-,
20180808-030454_242_live,0,0,"Hello, how are you today?",,
20180808-030454_242_live,1,0,"hi,it was another day",,
20180808-030454_242_live,0,1,"I see, same here for me.",,
20180808-030454_242_live,0,1,Have you every tried donation through HITs?,,Proposed Closeness +
20180808-030454_242_live,1,1,ya recently i too tried children's charity regarding their studies.,,Completed Closeness +
20180808-030454_242_live,1,1,it makes me good,,
20180808-030454_242_live,0,2,"I usually donate a good part of my bonus in different studies, but I specially have a soft heart for children.",,Proposed Closeness +
20180808-030454_242_live,0,2,"Have you ever heard about ""Save the Children"" before?",,
20180808-030454_242_live,1,2,"children must be educated i didn\'t heard about ""save the children"" what is the procedure of giving donation?",ERPos-,Rejected Closeness +
20180808-030454_242_live,0,3,They work on different issues in almost 120 countries.,ERPos+,
20180808-030454_242_live,0,3,"They work on education, hunger, health and emergency issues.",ERPos+,
20180808-030454_242_live,1,3,really it is pleased to hear this who s taking care of this charity?,ERNeg-,
20180808-030454_242_live,1,3,how they managing in 120 countries?,ERNeg-,
20180808-030454_242_live,0,4,"they either have parties, or they travel to those countries.",ERPos+,
20180808-030454_242_live,0,4,"There are big groups working with them, like IKEA and Walt Disney Studios.",ERPos+,
20180808-030454_242_live,0,4,you can read more on this link: URL,,
20180808-030454_242_live,1,4,sure i will check this link.,,
20180808-030454_242_live,1,4,is there any procedure to join as a member in that group?,ERNeg-,
20180808-030454_242_live,1,4,even a normal people from middle class can join in that group?,ERNeg-,
20180808-030454_242_live,0,5,I believe everyone can join to help.,,Proposed Social Good +
20180808-030454_242_live,0,5,I've talked to someone who worked there and she already traveled to Africa.,ERPos+,
20180808-030454_242_live,0,5,I would be so pleased to try it but I do not have enough off days to join.,,
20180808-030454_242_live,1,5,people who have king heart must join as a member or sponsor a child i too refer some friends in m y circle,EEPos+,Completed Social Good +
20180808-030454_242_live,0,6,"I know right, It is a big thing to do.",,
20180808-030454_242_live,0,6,some people donate whole their life and time.,,
20180808-030454_242_live,0,6,"I like how they managed to donate through HITs too, since website has minimum amount option, but through HIT you can even help 1 cent and more",EENeg+,
20180808-030454_242_live,1,6,i asked in the previous chat what is the procedure to donate?,ERNeg-,
20180808-030454_242_live,0,7,On the website there is a link to donate,,
20180808-030454_242_live,1,7,okay i have a check is it any discloser of our identity in donating low or high amount,ERNeg-,
20180808-030454_242_live,0,8,"No, itt will be anonymously.",,
20180808-030454_242_live,0,8,"You can also donate at the end of this HIT, It can be any amount even 0, You'll be asked.",EENeg+,
20180808-030454_242_live,1,8,whetehr i acn trust this charity?,ERPos-,
20180808-030454_242_live,1,8,from the begining you ae talking about this chaarity only not others are you a member of this charity?,ERNeg-,Proposed Closeness -
20180808-030454_242_live,1,8,there is no other children charity ?,,
20180808-030454_242_live,0,9,"I donated before, since they have very clear financial reports on their website and they are connected to other big organizations I trust them.",ERPos+,
20180808-030454_242_live,0,9,"I am not a member, but i donate.",ERPos+,Rejected Closeness -
20180808-030454_242_live,0,9,I mean I am not aware of other charities i can trust.,,
20180808-030454_242_live,0,9,There are a few for sure.,,
20180808-030454_242_live,1,9,ohh thats nice of you surely i too have an opinion in this charity and i will donate as much i can possible and share with my friends,ERPos+,
20180808-030454_242_live,0,10,Thank you for your time and effort.,EEPos+,
20180808-030454_242_live,0,10,It was such a pleasure to chat with you.,,
20180808-030454_242_live,0,10,"Have a good night, take care :)",,
20180808-035715_390_live,0,0,"Hello, how are you doing today?",,
20180808-035715_390_live,1,0,Good thanks!,,
20180808-035715_390_live,1,0,You?,,
20180808-035715_390_live,0,1,Very well.,,
20180808-035715_390_live,0,1,Do you have any particular hobbies that you enjoy?,,Proposed Closeness +
20180808-035715_390_live,1,1,Mostly into hiking these days - how about you?,,Completed Closeness +
20180808-035715_390_live,1,1,Do you have any info on this children's charity we're supposed to talk about?,,
20180808-035715_390_live,0,2,"I like to play golf, as well as go on walks with my dog.",,
20180808-035715_390_live,0,2,"Yes, the charity sounds like it does a lot of great work.",ERPos+,
20180808-035715_390_live,1,2,Walks with the dog sound awesome.,,
20180808-035715_390_live,1,2,I wasn't given any information about the charity but am happy to help.,ERPos+,
20180808-035715_390_live,0,3,Great!,EEPos+,
20180808-035715_390_live,0,3,"I have three children myself, and the welfare of children around the world is a very important cause to me.",,Proposed Closeness +
20180808-035715_390_live,0,3,"Save the Children is an international organization that is not involved with any government, and they're able to promote children's rights and support kids in developing countries.",ERPos+,Proposed Social Good +
20180808-035715_390_live,1,3,Sounds like great work.,ERPos+,
20180808-035715_390_live,1,3,I donate to a lot of different causes but am happy to pitch in.,EEPos+,Completed Social Good +
20180808-035715_390_live,1,3,Are we attempting to agree on a donation amount?,,Proposed Closeness +
20180808-035715_390_live,0,4,That might be a good idea.,,Completed Closeness +
20180808-035715_390_live,0,4,"Just to give some more info, they are a charity you can trust to actually do the work they promise to do.",ERPos+,
20180808-035715_390_live,0,4,Any donation we give will make an impact around the world.,EEPos+,
20180808-035715_390_live,1,4,"Very cool, I have heard of them but never looked into them too closely.",ERPos+,
20180808-035715_390_live,1,4,Do you already donate to them?,ERNeg-,
20180808-035715_390_live,1,4,Monthly or one-time?,ERNeg-,
20180808-035715_390_live,0,5,You can do either.,,
20180808-035715_390_live,0,5,"I prefer monthly, just so it fits in my budget easier.",,
20180808-035715_390_live,1,5,Sounds good.,,
20180808-035715_390_live,1,5,Suggestions on a donation amount?,,
20180808-035715_390_live,0,6,How about some of the payment from this HIT?,EENeg-,Proposed Social Good +
20180808-035715_390_live,0,6,Any amount from $0 to all of your payment would help.,,
20180808-035715_390_live,1,6,"Sure, I'm happy to donate half the payment for the HIT",ERPos+,Completed Social Good +
20180808-035715_390_live,0,7,"$1 will help a lot, but $2 would really help them reach kids around the world.",EENeg-,Proposed Social Good +
20180808-035715_390_live,0,7,"I would rather get all of the payment too, but helping kids is better than spending that $1 on a candy bar or other snack instead.",,
20180808-035715_390_live,1,7,I'll start with $1 and maybe give more later :),ERPos+,Rejected Social Good +
20180808-035715_390_live,0,8,That's okay.,,
20180808-035715_390_live,0,8,"Just so you're aware, a large part of their work is in war zones such as Syria.",ERPos+,
20180808-035715_390_live,0,8,"In the first two months of 2018, around 1,000 children were killed or injured due to violence there.",ERPos+,
20180808-035715_390_live,0,8,Save the Children works to provide relief in countries like that.,ERPos+,Proposed Social Good +
20180808-035715_390_live,1,8,"Yeah I've seen a lot of the news on Syria, it's horrible.",ERPos+,
20180808-035715_390_live,1,8,"I work with Doctors Without Borders too, glad there are multiple players in the region to help!",EEPos+,
20180808-035715_390_live,0,9,So $1 is your donation?,EENeg-,
20180808-035715_390_live,0,9,I'm sure that Save the Children will put it to good use!,EEPos+,Completed Social Good +
20180808-035715_390_live,1,9,"Yes, $1 - thank you",ERPos+,
20180808-064649_236_live,0,0,HI GOOD MORNING,,
20180808-064649_236_live,1,0,"Good morning, how are you?",,
20180808-064649_236_live,0,1,"FINE, HOW ABOUT YOU, AND MANY CHILDREN ARE DYING.",,Proposed Closeness +
20180808-064649_236_live,1,1,"I am fine, thanks!",,
20180808-064649_236_live,1,1,"Yes, surely there is a good charity that can help children.",ERPos+,Completed Closeness +
20180808-064649_236_live,1,1,Do you know of a good one?,,
20180808-064649_236_live,0,2,"YES, I KNOW THE BEST CHARITY , THAT NAME IS SAVE THE CHILDREN, DO YOU KNOW THE CHARITY.",,Proposed Social Good +
20180808-064649_236_live,1,2,"Yes, I am thinking of donating to a childrens charity and I can now consider Save The Children.",ERPos+,Completed Social Good +
20180808-064649_236_live,1,2,How much is a good donation that could help?,,
20180808-064649_236_live,0,3,"ITS A VERY GOOD CHARITY, I SO MANY TIMES DONATE THEM THE MONEY ARE ANY THINGS DIRECTLY GO THE CHILDREN ONLY.",ERPos+,Proposed Social Good +
20180808-064649_236_live,1,3,"Ok, good to know!",,
20180808-064649_236_live,1,3,Thanks!,,
20180808-064649_236_live,1,3,I will donate $100 to them today.,ERPos+,Completed Social Good +
20180808-064649_236_live,1,3,Are you going to donate also?,ERNeg-,Proposed Closeness +
20180808-064649_236_live,0,4,YES I ALSO DONATE 50 DOLLAR TO THEM AND I AM VERY TO DONATE THEM AND THANK YOU FOR DONATE.,ERPos+,Completed Closeness +
20180808-064649_236_live,1,4,Do you know what kind of services they will provide with the money?,ERNeg-,
20180808-064649_236_live,0,5,"THEY GIVE THE EDUCATION, FOOD, CLOTHS ,ETC.,",ERPos+,
20180808-064649_236_live,1,5,That's great!,,
20180808-064649_236_live,1,5,I have considered donating to St Jude also because they provide life saving medical care.,,
20180808-064649_236_live,1,5,Have you heard of them?,,
20180808-064649_236_live,0,6,"YES, I KNOW THAT.",,
20180808-064649_236_live,1,6,Have you ever donated to them?,,
20180808-064649_236_live,0,7,"YES, I MONTHLY DONATE THE CHILDREN.",,
20180808-064649_236_live,1,7,That's great of you!,ERPos+,
20180808-064649_236_live,1,7,I think I will donate to them today too.,,
20180808-064649_236_live,1,7,Do you know of any other childrens charities?,,
20180808-064649_236_live,0,8,I DO NOT THE OTHER CHARITIES.,,
20180808-064649_236_live,1,8,"I am sceptical of many of them but if you recommend Save The Children and I know that St Judd's is trustworthy, then that's where my money will go today",,
20180808-064649_236_live,0,9,89% MEMBER RECOMMEND THE CHARITIES.,ERPos+,
20180808-064649_236_live,1,9,That's impressive.,ERPos+,
20180808-064649_236_live,1,9,I wonder what the member recommendation is for St Jude,,
20180825-054948_621_live,0,0,Hello,,
20180825-054948_621_live,1,0,Hi.,,
20180825-054948_621_live,1,0,"I really do not know much about children's charity, do you?",,
20180825-054948_621_live,0,1,Oh.,,
20180825-054948_621_live,0,1,There is this children's charity my friend volunteers for.,,
20180825-054948_621_live,0,1,It's called Save the Children.,,
20180825-054948_621_live,0,1,Have you heard of it?,,Proposed Closeness +
20180825-054948_621_live,1,1,I think so.,ERPos+,Completed Closeness +
20180825-054948_621_live,1,1,Does it have commercials on tv?,,
20180825-054948_621_live,0,2,"Yes, they do.",,
20180825-054948_621_live,0,2,I wish they didn't have to spend their monies on commericals but it is the only way to get their name out there.,,
20180825-054948_621_live,1,2,"Does this charity help children in the United States, or do they deal mostly with children in African nations?",ERNeg-,
20180825-054948_621_live,0,3,It is a global charity.,,
20180825-054948_621_live,0,3,They help out children in the US and around the world.,ERPos+,
20180825-054948_621_live,0,3,You should check out their website: URL,,
20180825-054948_621_live,1,3,I will copy and save the website address.,,
20180825-054948_621_live,1,3,What do volunteers do for this charity?,ERNeg-,
20180825-054948_621_live,1,3,I ask that because volunteering would be easier for me than sending money.,EENeg+,
20180825-054948_621_live,0,4,My friend is a nurse and she takes a month off every year to go to Africa to help out.,,Proposed Closeness +
20180825-054948_621_live,0,4,I would love to do that but can't possibly get that much time off.,,
20180825-054948_621_live,0,4,How about you?,,Proposed Closeness +
20180825-054948_621_live,1,4,That is awesome that your friend does that!,,Completed Closeness +
20180825-054948_621_live,1,4,"I'm not a nurse though, and couldn't possibly travel to Africa or anywhere else.",EENeg+,
20180825-054948_621_live,0,5,"Well, the next best thing is to donate.",,Proposed Social Good +
20180825-054948_621_live,0,5,You don't have to give much.,EEPos+,
20180825-054948_621_live,0,5,A few cents a month is all it takes to help change a child's life.,EEPos+,
20180825-054948_621_live,0,5,Would you be willing to donate?,EENeg-,Proposed Social Good +
20180825-054948_621_live,1,5,"No, I honestly don't have any money.",EENeg+,Rejected Social Good +
20180825-054948_621_live,1,5,"If I did have extra money, I would probably donate to St Jude's.",EENeg+,
20180825-054948_621_live,1,5,I have given a few extra cents sometimes at the checkout in grocery stores.,EEPos+,
20180825-054948_621_live,0,6,I know money is tight.,EEPos+,Proposed Closeness +
20180825-054948_621_live,0,6,It sure is for me too.,,
20180825-054948_621_live,0,6,I only ask you to think about whether you buy any unnecessary things like a starbucks coffee every day.,,
20180825-054948_621_live,0,6,I know there are often times I regret spending money on that when there are starving kids in the world that could be helped.,,
20180825-054948_621_live,0,6,Do you ever feel that way?,,
20180825-054948_621_live,1,6,"No, not really.",,Rejected Closeness +
20180825-054948_621_live,1,6,I can count on one hand the number of times I've had starbucks coffee.,,
20180825-054948_621_live,1,6,"Very rarely do I spend money on unnecessary things, money is that tight.",,
20180825-054948_621_live,1,6,"I do feel bad there are starving kids in this world, but until my situation changes, there is nothing I can do for them or anyone else.",EENeg+,
20180825-054948_621_live,0,7,I understand.,EEPos+,
20180825-054948_621_live,0,7,"The research team is collecting donations, so if you are willing to give even a few cents from your task payment, I'm sure the charity would be appreciative.",,Proposed Social Good +
20180825-054948_621_live,1,7,I've done that before on other tasks.,,Rejected Social Good +
20180825-054948_621_live,1,7,"Wouldn't it be easier for the research team to have their survey, and ask for donations at the end of the survey?",,
20180825-054948_621_live,0,8,"Yes, they are doing what you've described.",,
20180825-054948_621_live,1,8,"So if my reward amount on this hit is .30 cents, just give ""Save the Children"" this .30 cents, and we will call this task complete.",,Completed Social Good +
20180825-054948_621_live,0,9,Yes.,,
20180825-054948_621_live,0,9,I hope you have a great rest of your day.,,
20180825-054948_621_live,1,9,"Thank you, you too.",,
20180825-060212_445_live,0,0,Hello!,,
20180825-060212_445_live,0,0,How are you?,,
20180825-060212_445_live,1,0,Fine.,,
20180825-060212_445_live,1,0,What do you know about the charity?,ERNeg-,
20180825-060212_445_live,1,0,What have you heard people say or have seen online about the charity?,ERNeg-,
20180825-060212_445_live,0,1,"Save the Children helps provide essential basic needs providing for their health, safety, and education internationally.",ERPos+,Proposed Social Good +
20180825-060212_445_live,1,1,Have you gone to a charity rating site to check on it?,,
20180825-060212_445_live,1,1,I have not.,,
20180825-060212_445_live,1,1,I want to be assured that overhead costs are minimized.,,
20180825-060212_445_live,0,2,As of Feb 2018 they were rated 97% transparant and an 88% total rating.,ERPos+,
20180825-060212_445_live,0,2,They save children from horrible fates like starvation.,ERPos+,
20180825-060212_445_live,0,2,Something simple and easy to fix.,,
20180825-060212_445_live,0,2,No child should ever lose their life for lack of food.,,
20180825-060212_445_live,1,2,I'd prefer a secure food donation that directly transports to the areas the children live in instead of handing over to government officials.,EENeg+,Rejected Social Good +
20180825-060212_445_live,1,2,I feel that using money to but food directly in their cities is best.,EENeg+,
20180825-060212_445_live,0,3,Save the Children donations go straight to the needy.,ERPos+,Proposed Social Good +
20180825-060212_445_live,0,3,"There is a lack of support for children in developing countries, especially in war zones.",ERPos+,
20180825-060212_445_live,0,3,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",,
20180825-060212_445_live,0,3,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence",,
20180825-060212_445_live,1,3,I am willing to agree to 5 percent of my income for 6 months about 800 dollars.,ERPos+,Completed Social Good +
20180825-060212_445_live,0,4,That is incredibly generous!,EEPos+,
20180825-060212_445_live,0,4,We all play a role in helping this cause save lives.,,
20180825-060212_445_live,0,4,Your donation will be directly deducted from your task payment.,,
20180825-060212_445_live,0,4,You can choose any amount from $0 to all your payment.,,
20180825-060212_445_live,1,4,I will donate 10 cents.,ERPos+,Completed Social Good +
20180825-060212_445_live,0,5,Thank you!,EEPos+,
20180825-060212_445_live,0,5,You donation combined with others always makes a difference.,EEPos+,Proposed Social Good +
20180825-060212_445_live,1,5,I feel good about this.,,Completed Social Good +
20180825-060212_445_live,1,5,How much do you agree to?,ERNeg-,Proposed Social Good +
20180825-060212_445_live,0,6,I will match your donation.,ERPos+,Completed Social Good +
20180825-060212_445_live,0,6,Feel free to puruse URL for more information.,,
20180825-060212_445_live,1,6,"o.k. 20 cents for now agreed and regular for 6 months, o.k.?",ERNeg-,Proposed Social Good +
20180825-060212_445_live,0,7,I agree to those terms.,,Completed Social Good +
20180825-060212_445_live,1,7,"(1, o.k. let's say 1600 dollares total, o.k.?",ERNeg-,
20180825-060212_445_live,0,8,Yes.,,
20180825-060212_445_live,0,8,It is great that we are willing to share with the needy.,EEPos+,
20180825-060212_445_live,1,8,o.k. agreed 1800 dollares done,,
20180825-060212_445_live,0,9,16.00s was agreed.,,
20180825-060212_445_live,0,9,Thank you for participating!,EEPos+,
20180825-060212_445_live,1,9,o.k. task done,,
20180825-080131_220_live,0,0,Hello there!,,
20180825-080131_220_live,0,0,Have you heard of the international organization Save the Children?,,Proposed Closeness +
20180825-080131_220_live,1,0,Hi.,,
20180825-080131_220_live,1,0,It sounds familiar but I'm not sure.,ERPos+,Rejected Closeness +
20180825-080131_220_live,0,1,"Save the Children is a non-governmental organizaton that promotes children's rights, provides relief, and helps support children in developing countries.",ERPos+,Proposed Social Good +
20180825-080131_220_live,0,1,It's a great organization!,ERPos+,
20180825-080131_220_live,1,1,Is it reputable?,ERPos-,
20180825-080131_220_live,0,2,Certainly!,ERPos+,
20180825-080131_220_live,0,2,"I do volunteer work that supports the organization, actually.",ERPos+,
20180825-080131_220_live,0,2,"And if you'd like to check out the website, you can go to URL",ERPos+,
20180825-080131_220_live,1,2,It looks like they do great work.,ERPos+,
20180825-080131_220_live,1,2,Let's make a donation.,ERPos+,Completed Social Good +
20180825-080131_220_live,0,3,"Sounds great, your generosity will go great lengths!",EEPos+,
20180825-080131_220_live,0,3,How much would you like to donate to the organization?,EENeg-,Proposed Social Good +
20180825-080131_220_live,0,3,Your donation will be directly deducted from your task payment and you can choose any amount from $0 to all of your payment.,,
20180825-080131_220_live,1,3,"I'll donate half my payment, so $.15.",ERPos+,Completed Social Good +
20180825-080131_220_live,0,4,Wonderful!,EEPos+,Proposed Closeness +
20180825-080131_220_live,0,4,The research team will collect all donations and send them directly to Save the Children.,,
20180825-080131_220_live,1,4,Sounds good.,,Completed Closeness +
20180825-080131_220_live,1,4,"Out of curiosity, what did you do as a volunteer?",,
20180825-080131_220_live,0,5,Pack educational materials/books to send to children with limited access to such resources,,
20180825-080131_220_live,1,5,That's interesting.,,
20180825-080131_220_live,1,5,I might want to volunteer too.,,
20180825-080131_220_live,0,6,It's a very rewarding experience.,,
20180825-080131_220_live,0,6,A productive activity to fill your free time with.,,
20180825-080131_220_live,0,6,:),,
20180825-080131_220_live,1,6,It doesn't seem fair that some kids are born into bad situations through no fault of their own.,,
20180825-080131_220_live,0,7,Certainly.,,
20180825-080131_220_live,0,7,"The good thing is, however, that there are many organizations that we can support that help push for and ensure the rights of children and that they are given opportunities to succeed.",,
20180825-080131_220_live,1,7,Thanks for telling me about it.,,
20180825-080131_220_live,0,8,You are welcome!,,
20180825-080131_220_live,0,8,Thank you for your kind donation.,EEPos+,Proposed Closeness +
20180825-080131_220_live,1,8,"It's not much, but I don't have much money.",EENeg+,Completed Closeness +
20180825-080131_220_live,1,8,"Of course I have no way of knowing no matter what you answer, but are you a real person?",,
20180825-080131_220_live,0,9,Small changes lead to big results.,EEPos+,
20180825-080131_220_live,0,9,;) and haha!,,
20180825-080131_220_live,0,9,"Yes, I am. :)",,
20180825-080131_220_live,1,9,Good luck to you!,,
20180825-080131_220_live,1,9,I hope you get lots of donations.,,
20180825-082635_438_live,0,0,I am so livid I just can't stand it right now.,,
20180825-082635_438_live,0,0,Parts of this world are so dark...,,
20180825-082635_438_live,0,0,how can we sit here and do nothing?,,Proposed Closeness +
20180825-082635_438_live,1,0,Do nothing about what?,,Rejected Closeness +
20180825-082635_438_live,0,1,These poor suffering children!,,
20180825-082635_438_live,0,1,Did you know that 5.6 million children die each year due to treatable AND preventable diseases?,,Proposed Closeness +
20180825-082635_438_live,1,1,That's awful.,ERPos+,Completed Closeness +
20180825-082635_438_live,1,1,Are you talking about around the world or in the states?,,
20180825-082635_438_live,0,2,Around the world!,,
20180825-082635_438_live,0,2,There is so much that could be done..,,
20180825-082635_438_live,0,2,"between preventing the spread of aids, reducing the infant mortality rate with proper education and vaccinations, and ensuring access and aid to proper nutrition so many children could be saved.",,Proposed Closeness +
20180825-082635_438_live,1,2,I totally agree.,ERPos+,Completed Closeness +
20180825-082635_438_live,1,2,There are people helping but its a drop in the bucket.,,
20180825-082635_438_live,1,2,The kids dying is really disturbing.,,
20180825-082635_438_live,1,2,They didn't choose that life.,,Proposed Closeness +
20180825-082635_438_live,0,3,You are absolutely right.,EEPos+,Completed Closeness +
20180825-082635_438_live,0,3,It is disturbing!,EEPos+,
20180825-082635_438_live,0,3,"And yes, it could seem like the aid is a drop in a bucket.",EEPos+,
20180825-082635_438_live,0,3,"However, if we can move the scale one iota and can consider that what that represents is one child having a week of meals or a healthy 3 months than wouldn't you agree that that would be worth any aid that we could provide?",EEPos+,Proposed Closeness +
20180825-082635_438_live,1,3,Absolutely!,ERPos+,Completed Closeness +
20180825-082635_438_live,1,3,I think every little bit helps but as a whole it's not enough.,,
20180825-082635_438_live,1,3,Have you ever donated?,ERNeg-,Proposed Social Good +
20180825-082635_438_live,0,4,I have!,ERPos+,Completed Social Good +
20180825-082635_438_live,0,4,And it feels incredible knowing that I have been a part of something greater than myself.,ERPos+,Proposed Social Good +
20180825-082635_438_live,0,4,It really helps you shift your perspective about your own personal significance on this planet.,ERPos+,Proposed Social Good +
20180825-082635_438_live,0,4,You realize how infinitely important you are and yet at the same time how infinitely important another person is.,ERPos+,Proposed Social Good +
20180825-082635_438_live,0,4,When you have the ability to literally change another person's life with something so small...,ERPos+,Proposed Social Good +
20180825-082635_438_live,0,4,"wow, it's life changing.",ERPos+,Proposed Social Good +
20180825-082635_438_live,1,4,That is great!,ERPos+,Proposed Closeness +
